Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
flipper-float-standard,Flipper Float Standard,,Flipper,,Entretien,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,66.99,,47.78
nano-flipper-float,Nano Flipper Float,,Flipper,,Entretien,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,41.99,,27.32
kit-aquarium-75-gallons,Kit Aquarium 75 Gallons,,AquaZen,,Aquarium,"Eau Douce, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,950,,
kit-aquarium-75-gallons,,,,,,,,,,,,,,,,,
kit-aquarium-75-gallons,,,,,,,,,,,,,,,,,
kit-aquarium-75-gallons,,,,,,,,,,,,,,,,,
kit-aquarium-75-gallons,,,,,,,,,,,,,,,,,
red-rilli-shrimp-neocaridina-davidi,Red Rilli Shrimp (Neocaridina davidi),,AquaZen,,Invertébrés,"Crevette, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,0
blackline-tail-tetra-moenkhausia-costae,Blackline Tail Tetra (Moenkhausia costae),,AquaZen,,Poisson,"Eau Douce, Tetra",TRUE,Title,Default Title,0,shopify,42,deny,manual,4.99,,1.65
corydora-similis-corydoras-smilis,Corydora Similis (Corydoras smilis),,AquaZen,,Poisson,"Catfish, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,9.6
orange-sunkist-cherry-shrimp-neocaridina-heteropoda,Orange Sunkist Cherry Shrimp (Neocaridina heteropoda),,AquaZen,,Invertébrés,"Crevette, Eau Douce",TRUE,Title,Default Title,0,shopify,0,deny,manual,5.99,,1.5
boesemans-rainbowfish,Boeseman's Rainbowfish (Melanotaenia boesemani),,AquaZen,,Poisson,"Eau Douce, Rainbowfish",TRUE,Title,Default Title,0,shopify,4,deny,manual,12.99,,3.05
gorilla-nipples-zoa,Gorilla Nipples Zoa,,AquaZen,,Coral,"Eau Salée, Soft Coral, Zoanthids",FALSE,Title,Default Title,0,shopify,1,deny,manual,25,,
wysiwyg-wall-hammer,WYSIWYG Wall Hammer,,AquaZen,,Coral,"Eau Salée, Euphyllia, LPS, WYSIWYG",TRUE,Title,Default Title,0,shopify,1,deny,manual,225,,40
super-red-chalice,Super Red Chalice,,AquaZen,,Coral,"Chalice, Eau Salée, LPS",TRUE,Title,Default Title,0,shopify,3,deny,manual,45,,
super-red-chalice,,,,,,,,,,,,,,,,,
red-magician-zoa,Red Magician Zoa,,AquaZen,,Coral,"Eau Salée, Soft Coral, Zoanthids",FALSE,Title,Default Title,0,shopify,1,deny,manual,25,,
pink-dimension-zoa,Pink Dimension Zoa,,AquaZen,,Coral,"Eau Salée, Soft Coral, Zoanthids",FALSE,Title,Default Title,0,shopify,0,deny,manual,25,,
forest-fire-rhodactis-mushroom,Forest Fire Rhodactis Mushroom,,AquaZen,,Coral,"Eau Salée, Mushroom, Soft Coral",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,10
max-flipper-float,Max Flipper Float,,Flipper,,Entretien,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,128.99,,99.91
tropica-1-2-grow-taxiphyllum-spiky,Tropica 1-2-Grow Taxiphyllum 'Spiky',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,3,deny,manual,13.99,,7.24
tropica-1-2-grow-taxiphyllum-spiky,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-spiky,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-spiky,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-spiky,,,,,,,,,,,,,,,,,
seapora-aquarium-12-cube,Seapora Aquarium 12 Cube,,Seapora,,Aquarium,"Eau Douce, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,75.99,,
aqueon-aquarium-40-gallon-breeder,Aqueon Aquarium 40 gallon Breeder,,Aqueon,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,239.99,,175.63
d-d-clarisea-sk-5000,D-D ClariSea SK-5000 Filtreur Automatique,,DD,,Filtration,Eau Salée,TRUE,Title,Default Title,1000,shopify,1,deny,manual,450,,
d-d-clarisea-sk-3000-filtreur-automatique,D-D ClariSea  SK-3000 Filtreur Automatique,,DD,,Filtration,Eau Salée,TRUE,Title,Default Title,1000,shopify,0,deny,manual,350,,
tropica-1-2-grow-schismatoglottis-prietoi,Tropica 1-2-Grow Schismatoglottis prietoi,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-proserpinaca-palustris,Tropica 1-2-Grow Proserpinaca palustris,,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,12,deny,manual,13.99,,7.24
tropica-1-2-grow-proserpinaca-palustris,,,,,,,,,,,,,,,,,
tropica-1-2-grow-proserpinaca-palustris,,,,,,,,,,,,,,,,,
tropica-1-2-grow-proserpinaca-palustris,,,,,,,,,,,,,,,,,
tropica-1-2-grow-bucephalandra-needle-leaf,Tropica 1-2-Grow Bucephalandra needle leaf,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,8.46
tropica-1-2-grow-lobelia-cardinalis-mini,Tropica 1-2-Grow Lobelia cardinalis 'Mini',,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
sicce-xstream-pompe-motrice-de-brassage,Sicce XStream Pompe Motrice de Brassage,,Sicce,,Pompe,"Eau Douce, Eau Salée",TRUE,Size,3500 (925gph),0,shopify,1,deny,manual,98.99,,56.96
sicce-xstream-pompe-motrice-de-brassage,,,,,,,,,5000 (1320gph),0,shopify,1,deny,manual,116.99,,65.76
sicce-xstream-pompe-motrice-de-brassage,,,,,,,,,6500 (1720gph),0,shopify,1,deny,manual,133.99,,78.01
anemone-radianthus-crispa,Anemone Radianthus Crispa,,AquaZen,,Invertébrés,"Anemone, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,95,,
bubble-tip-anemone-vert,Bubble Tip Anemone Vert,,AquaZen,,Invertébrés,"Anemone, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,
aqueon-20-gallon-haut,Aqueon 20 Gallon Haut,,Aqueon,,Aquarium,,TRUE,Title,Default Title,0,shopify,1,deny,manual,69.99,,44.95
seapora-10-gallon-standard,Seapora 10 Gallon Standard,,Seapora,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,38.99,,25.25
tropica-1-2-grow-vesicularia-ferriei-weeping,Tropica 1-2-Grow Vesicularia ferriei 'Weeping',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,1,deny,manual,13.99,,7.24
tropica-1-2-grow-vesicularia-ferriei-weeping,,,,,,,,,,,,,,,,,
tropica-1-2-grow-vesicularia-ferriei-weeping,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-flame,Tropica 1-2-Grow Taxiphyllum 'Flame',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,8,deny,manual,13.99,,7.24
tropica-1-2-grow-taxiphyllum-flame,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-flame,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-flame,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-alternans-taiwan,Tropica 1-2-Grow Taxiphyllum alternans 'Taiwan',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,2,deny,manual,13.99,,7.24
tropica-1-2-grow-taxiphyllum-alternans-taiwan,,,,,,,,,,,,,,,,,
tropica-1-2-grow-taxiphyllum-alternans-taiwan,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-wallichii,Tropica 1-2-Grow Rotala wallichii,,Tropica,,Plante,"Eau Douce, TC",TRUE,Title,Default Title,0,shopify,8,deny,manual,13.99,,7.24
tropica-1-2-grow-rotala-wallichii,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-wallichii,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-wallichii,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-indica-bonsai,Tropica 1-2-Grow Rotala indica 'Bonsai',,Tropica,,Plante,"Eau Douce, TC",TRUE,Title,Default Title,0,shopify,2,deny,manual,13.99,,7.24
tropica-1-2-grow-rotala-indica-bonsai,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-indica-bonsai,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-indica-bonsai,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-rotundifolia-green,Tropica 1-2-Grow Rotala rotundifolia 'Green',,Tropica,,Plante,"Eau Douce, TC",TRUE,Title,Default Title,0,shopify,2,deny,manual,13.99,,8.6
tropica-1-2-grow-rotala-rotundifolia-green,,,,,,,,,,,,,,,,,
tropica-1-2-grow-rotala-rotundifolia-green,,,,,,,,,,,,,,,,,
tropica-1-2-grow-ranunculus-inundatus,Tropica 1-2-Grow Ranunculus inundatus,,Tropica,,Plante,"Eau Douce, TC",TRUE,Title,Default Title,0,shopify,6,deny,manual,13.99,,7.24
tropica-1-2-grow-ranunculus-inundatus,,,,,,,,,,,,,,,,,
tropica-1-2-grow-ranunculus-inundatus,,,,,,,,,,,,,,,,,
tropica-1-2-grow-helanthium-tenellum-green,Tropica 1-2-Grow Helanthium tenellum 'Green',,Tropica,,Plante,"Eau Douce, TC",FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-blyxa-japonica,Tropica 1-2-Grow Blyxa Japonica,,Tropica,,Plante,"Eau Douce, TC",FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,9.82
chihiros-doctor-mate-reactor,Chihiros Doctor Mate Reactor,,Chihiros,,Filtration,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,27.99,,12.48
chihiros-doctor-reactors,Chihiros Doctor Reactors,,Chihiros,,Filtration,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,58.99,,27.77
chihiros-doctor-mate-nano,Chihiros Doctor Mate Nano BlueTooth,,Chihiros,,Filtration,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,99.99,,36.6
chihiros-doctor-mate-nano,,,,,,,,,,,,,,,,,
chihiros-c-ii-rgb-bluetooth,Chihiros C II RGB BlueTooth,,Chihiros,,Lumière,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,199.99,,105.91
chihiros-support-pour-contenant-de-pompe-doseuse,Chihiros Support Pour Contenant de Pompe Doseuse,,Chihiros,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,3,deny,manual,36.99,,13.99
chihiros-contenant-de-pompe-doseuse,Chihiros Contenant de Pompe Doseuse,,Chihiros,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,19.99,,6.27
chihiros-pompe-doseuse,Chihiros Pompe Doseuse,,Chihiros,,Pompe,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,3,deny,manual,219.99,,102.94
aquavitro-curved-fine-tip-forceps,Aquavitro Curved Needle Tip Forceps,,Aquavitro,,Aquascape,,TRUE,Title,Default Title,0,shopify,2,deny,manual,21.99,,10.73
yellow-watchman-goby,Yellow Watchman Goby (Cryptocentrus cinctus),,AquaZen,,Poisson,"Eau Salée, Goby",TRUE,Title,Default Title,0,shopify,0,deny,manual,40,,18.81
bristletail-filefish,Bristletail FileFish,,AquaZen,,Poisson,Eau Salée,FALSE,Title,Default Title,0,shopify,0,deny,manual,52,,
assassin-snails-anentome-helena,Assassin Snails (Anentome helena),,AquaZen,,Invertébrés,"Eau Douce, Escargot",FALSE,Title,Default Title,0,shopify,0,deny,manual,3.99,,
caribsea-super-naturals-sunset-gold,CaribSea Super Naturals Sunset Gold,,CaribSea,,Substrats,Eau Douce,TRUE,Size,5 lbs,0,shopify,0,deny,manual,7.99,,4.01
caribsea-super-naturals-sunset-gold,,,,,,,,,20 lbs,0,shopify,0,deny,manual,36.99,,17.16
wysiwyg-ultra-red-cynarina,WYSIWYG Ultra Red Cynarina,,AquaZen,,Coral,"Cynarina, LPS, WYSIWYG",TRUE,Title,Default Title,0,shopify,1,deny,manual,350,,
wysiwyg-ultra-grade-acanthophyllia,WYSIWYG Ultra Grade Acanthophyllia,,AquaZen,,Coral,"Acanthophyllia, LPS, WYSIWYG",TRUE,Title,Default Title,0,shopify,1,deny,manual,500,,
wysiwyg-christmas-cynarina,WYSIWYG Christmas Cynarina,,AquaZen,,Coral,"Cynarina, LPS, WYSIWYG",FALSE,Title,Default Title,0,shopify,0,deny,manual,175,,
24k-gold-torch,Blue Tip 24K Gold Torch,,AquaZen,,Coral,"Euphyllia, LPS",TRUE,Title,Default Title,0,shopify,3,deny,manual,250,,
24k-gold-torch,,,,,,,,,,,,,,,,,
blue-discosoma-mushroom,Blue Discosoma Mushroom,,AquaZen,,Coral,"Mushroom, Soft Coral",FALSE,Title,Default Title,0,shopify,3,deny,manual,25,,
neon-green-frogspawn,Neon Green Frogspawn,,AquaZen,,Coral,"Euphyllia, LPS",FALSE,Title,Default Title,0,shopify,0,deny,manual,65,,
hairy-mushroom,Hairy Mushroom,,AquaZen,,Coral,"Mushroom, Soft Coral",FALSE,Title,Default Title,0,shopify,0,deny,manual,25,,
purple-tip-hammer,Purple Tip Hammer,,AquaZen,,Coral,"Euphyllia, LPS",TRUE,Title,Default Title,0,shopify,0,deny,manual,45,,
green-birdsnest-seriatopora,Green Birdsnest Seriatopora,,AquaZen,,Coral,SPS,FALSE,Size,"2""",0,shopify,3,deny,manual,15,,
pink-gold-dragon-acropora,Pink & Gold Dragon Acropora,,AquaZen,,Coral,"Acropora, SPS",FALSE,Size,"1""",0,shopify,2,deny,manual,45,,
purple-montipora,Purple Montipora,,AquaZen,,Coral,"Montipora, SPS",FALSE,Size,"1""",0,shopify,2,deny,manual,35,,
miyagi-tort,Miyagi Tort,,AquaZen,,Coral,"Acropora, SPS",TRUE,Size,"1""",0,shopify,0,deny,manual,10,,
hellfire-torch,Ultra Hellfire Torch,,AquaZen,,Coral,"Euphyllia, LPS",TRUE,Title,Default Title,0,shopify,3,deny,manual,250,,
hellfire-torch,,,,,,,,,,,,,,,,,
yellow-acanthophyllia,WYSIWYG Yellow Acanthophyllia,,AquaZen,,Coral,"Acanthophyllia, LPS, WYSIWYG",TRUE,Title,Default Title,0,shopify,1,deny,manual,450,,
crystal-45-degree-low-iron-ultra-clear-aquarium-with-built-in-back-filter-24-gallons-23-62-x-15-75-x-14-96,"Lifegard CRYSTAL 45 Degree Low Iron Ultra Clear Aquarium with Built in Back Filter (24 gallons, 23.62"" x 15.75"" x 14.96"")",,Lifegard,,Aquarium,"Aquarium, Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,359.99,,244.84
crystal-45-degree-low-iron-ultra-clear-aquarium-with-built-in-back-filter-24-gallons-23-62-x-15-75-x-14-96,,,,,,,,,,,,,,,,,
crystal-45-degree-low-iron-ultra-clear-aquarium-with-built-in-back-filter-24-gallons-23-62-x-15-75-x-14-96,,,,,,,,,,,,,,,,,
aqueon-kit-aquarium-10-gallons,Aqueon Kit Aquarium 10 Gallons,,Aqueon,,Aquarium,"Aquarium, Eau Douce",TRUE,Title,Default Title,0,shopify,0,deny,manual,117.99,,67.44
seachem-clarity,Seachem Clarity,,Seachem,,Additifs,,TRUE,Size,100ml,0,shopify,0,deny,manual,8.99,,4.24
seachem-clarity,,,,,,,,,250ml,0,shopify,2,deny,manual,17.99,,8.59
chemi-pure-green,Chemi Pure Green,,Boyd Entreprises,,Filtration,Eau Douce,TRUE,Size,110g,0,shopify,1,deny,manual,19.99,,9.88
chemi-pure-green,,,,,,,,,312g,0,shopify,0,deny,manual,27.99,,15.76
chemi-pure-green,,,,,,,,,1872g,0,shopify,2,deny,manual,123.99,,57.7
albino-head-tail-light-tetra-hemigrammus-ocellifer,Albino Head Tail Light Tetra (Hemigrammus ocellifer),,AquaZen,,Poisson,"Eau Douce, Tetra",TRUE,Size,Unité,0,shopify,10,deny,manual,3.99,,
albino-head-tail-light-tetra-hemigrammus-ocellifer,,,,,,,,,10,0,shopify,1,deny,manual,30,,
panda-corydoras-corydoras-panda,Panda Corydoras (Corydoras panda),,AquaZen,,Poisson,"Catfish, Eau Douce",TRUE,Size,Unité,0,shopify,3,deny,manual,7.99,,
panda-corydoras-corydoras-panda,,,,,,,,,3,0,shopify,1,deny,manual,21,,
yellow-cherry-shrimp-neocaridina-heteropoda,Yellow Cherry Shrimp (Neocaridina heteropoda),,AquaZen,,Invertébrés,"Crevette, Eau Douce",TRUE,Size,Unité,0,shopify,6,deny,manual,5.99,,
yellow-cherry-shrimp-neocaridina-heteropoda,,,,,,,,,5,0,shopify,1,deny,manual,25,,
ludwigia-sp-super-red,Ludwigia sp. 'Super Red',,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
anubias-barteri-golden-coin,Anubias Barteri 'Golden Coin',,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,7,deny,manual,16.99,,7.66
purple-tang,Purple Tang,,AquaZen,,Poisson,"Eau Salée, nasw, Tang",TRUE,Title,Default Title,0,shopify,0,deny,manual,250,,150
purple-tang,,,,,,,,,,,,,,,,,
ultra-grade-blastomussa,Ultra Grade Blastomussa,,AquaZen,,Coral,"Blastomussa, LPS",FALSE,Size,1 Head,0,shopify,1,deny,manual,90,,
ultra-grade-blastomussa,,,,,,,,,,,,,,,,,
ultra-chalice-frag,Sunburst Chalice,,AquaZen,,Coral,"Chalice, LPS",TRUE,Size,"1"" Frag",0,shopify,1,deny,manual,55,,
wysiwyg-acanthophyllia,WYSIWYG Acanthophyllia,,AquaZen,,Coral,"Acanthophyllia, LPS, WYSIWYG",FALSE,Title,Default Title,0,shopify,0,deny,manual,450,,
tropica-1-2-grow-hemianthus-callitrichoides-cuba,Tropica 1-2-Grow Hemianthus callitrichoides 'Cuba',,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-phyllanthus-fluitans,Tropica 1-2-Grow Phyllanthus fluitans,,Tropica,,Plante,"nafw, TC",TRUE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-marsilea-crenata,Tropica 1-2-Grow Marsilea minuta,,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-hygrophila-pinnatifida,Tropica 1-2-Grow Hygrophila pinnatifida,,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,5,deny,manual,13.99,,7.24
tropica-1-2-grow-hygrophila-pinnatifida,,,,,,,,,,,,,,,,,
tropica-1-2-grow-hygrophila-pinnatifida,,,,,,,,,,,,,,,,,
tropica-1-2-grow-hygrophila-pinnatifida,,,,,,,,,,,,,,,,,
tropica-1-2-grow-hydrocotyle-tripartita,Tropica 1-2-Grow Hydrocotyle tripartita,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-eleocharis-acicularis,Tropica 1-2-Grow Eleocharis acicularis,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-cryptocoryne-parva,Tropica 1-2-Grow Cryptocoryne parva,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow,Tropica 1-2-Grow Bucephalandra pygmaea 'Bukit Kelam',,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,8.46
tropica-1-2-grow-anubias-barteri-nana,Tropica 1-2-Grow Anubias barteri nana,,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-anubias-barteri-nana,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-nana,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-nana,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-petite,Tropica Anubias barteri 'Petite',,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,1,deny,manual,16.99,,8.77
tropica-1-2-grow-anubias-barteri-petite,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-petite,,,,,,,,,,,,,,,,,
tropica-1-2-grow-anubias-barteri-petite,,,,,,,,,,,,,,,,,
alternanthera-reineckii-mini,Tropica 1-2-Grow Alternanthera reineckii 'Mini',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
alternanthera-reineckii-mini,,,,,,,,,,,,,,,,,
alternanthera-reineckii-mini,,,,,,,,,,,,,,,,,
exquisite-wrasse,Exquisite Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,75,,39
blue-spotted-pufferfish,Blue Spotted Pufferfish,,AquaZen,,Poisson,"Eau Salée, Pufferfish",FALSE,Title,Default Title,0,shopify,0,deny,manual,60,,
silver-belly-yellow-wrasse,Silver Belly Yellow Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,
black-darwin-ocellaris-clownfish,Black Darwin Ocellaris Clownfish,,AquaZen,,Poisson,"Clownfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,22
snow-storm-ocellaris-clownfish,Snow Storm Ocellaris Clownfish,,AquaZen,,Poisson,"Clownfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,100,,
eucalyptus-root-nano-5,Eucalyptus Root Nano,,AquaZen,,Wood,,TRUE,Title,Default Title,0,shopify,4,deny,manual,19.99,,9.6
eucalyptus-root-s-1,Eucalyptus Root S,,AquaZen,,Wood,Eau Douce,TRUE,Title,Default Title,997.903214,shopify,2,deny,manual,32.99,,19.74
eucalyptus-root-m-1,Eucalyptus Root M,,AquaZen,,Wood,,FALSE,Title,Default Title,0,shopify,0,deny,manual,42.99,,26.34
eucalyptus-root-m-1,,,,,,,,,,,,,,,,,
eucalyptus-root-m,Eucalyptus Root M,,AquaZen,,Wood,,TRUE,Title,Default Title,2721.55422,shopify,2,deny,manual,42.99,,26.34
eucalyptus-root-m,,,,,,,,,,,,,,,,,
fiji-canary-blenny,Fiji Canary Blenny,,AquaZen,,Poisson,"Blenny, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,38,,18.5
bicolor-foxface,Bicolor Foxface,,AquaZen,,Poisson,"Eau Salée, Rabbitfish",FALSE,Title,Default Title,0,shopify,0,deny,manual,150,,
military-helmet-snail-neritina-pulligera,Military Helmet Snail (Neritina pulligera),,AquaZen,,Invertébrés,"Eau Douce, Escargot",TRUE,Size,Unité,0,shopify,0,deny,manual,4.99,,
military-helmet-snail-neritina-pulligera,,,,,,,,,5,0,shopify,0,deny,manual,20,,
red-onion-snail-neritina-sp,Red Onion Snail (Neritina sp.),,AquaZen,,Invertébrés,"Eau Douce, Escargot",FALSE,Size,Unité,0,shopify,0,deny,manual,4.99,,
red-onion-snail-neritina-sp,,,,,,,,,5,0,shopify,0,deny,manual,20,,
rock-shrimp-atyopsis-moluccensis,Rock Shrimp (Atyopsis moluccensis),,AquaZen,,Invertébrés,"Crevette, Eau Douce",FALSE,Title,Default Title,0,shopify,0,deny,manual,18.99,,
borneo-loach-gastromyzon-punctulatus,Borneo Loach (Gastromyzon punctulatus),,AquaZen,,Poisson,"Eau Douce, Loach",FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
chili-rasbora-boraras-brigitte,Chili Rasbora (Boraras brigitte),,AquaZen,,Poisson,"Eau Douce, Rasbora",FALSE,Size,Unité,0,shopify,0,deny,manual,4.99,,
chili-rasbora-boraras-brigitte,,,,,,,,,5,0,shopify,0,deny,manual,22.5,,
chili-rasbora-boraras-brigitte,,,,,,,,,10,0,shopify,0,deny,manual,40,,
pincushion-short-spine-urchin,Pincushion Short Spine Urchin,,AquaZen,,Invertébrés,"Eau Salée, Oursin",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,
splendid-dottyback,Splendid Dottyback,,AquaZen,,Poisson,"Dottyback, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,45,,
mimic-chocolate-tang-pyroferus,Mimic Chocolate Tang Pyroferus,,AquaZen,,Poisson,"Eau Salée, Tang",FALSE,Title,Default Title,0,shopify,0,deny,manual,95,,
mimic-tang-eibli,Mimic Tang Eibli,,AquaZen,,Poisson,"Eau Salée, Tang",FALSE,Title,Default Title,0,shopify,0,deny,manual,129,,
lamarck-angelfish,Lamarck Angelfish,,AquaZen,,Poisson,"Angelfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,75,,
bolbitis-difformis,Bolbitis Difformis,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,16.99,,
bucephalandra-brownie-ghost-ulu-kapus,Bucephalandra 'brownie ghost ulu kapus',,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,22.99,,
fissidens-fontanus-phoenix-moss,Fissidens Fontanus 'Phoenix Moss',,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,22.99,,
ludwigia-arcuata,Ludwigia arcuata,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
vesicularia-ferriei-weeping-moss,Vesicularia ferriei 'Weeping Moss',,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,0,deny,manual,12.99,,
tunze-led-eco-chic-refugium,Tunze LED Eco Chic Refugium,,Tunze,,Lumière,Eau Salée,TRUE,Title,Default Title,0,shopify,1,deny,manual,129.99,,96.36
tunze-led-eco-chic-refugium,,,,,,,,,,,,,,,,,
tunze-led-eco-chic-refugium,,,,,,,,,,,,,,,,,
seachem-acid-buffer,Seachem Acid Buffer,,Seachem,,Additifs,Eau Douce,TRUE,Size,300g,0,shopify,0,deny,manual,14.99,,7.59
vallisneria-spiralis-red,Vallisneria Spiralis 'Red',,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,0,deny,manual,12.99,,5.12
sagittaria-subulata,Sagittaria Subulata,,AquaZen,,Plante,Eau Douce,FALSE,Title,Default Title,0,shopify,3,deny,manual,10.99,,
echinodorus-fantastic-color,Echinodorus 'Fantastic Color',,AquaZen,,Plante,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,16.99,,7.24
dusky-wrasse,Dusky Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,65,,
blue-eye-bristletooth-tang,Blue Eye Bristletooth Tang,,AquaZen,,Poisson,"Eau Salée, Tang",FALSE,Title,Default Title,0,shopify,0,deny,manual,75,,36.83
talbot-damsel,Talbot Damsel,,AquaZen,,Poisson,"Damselfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,15,,
hanna-checker-magnesium,Hanna Checker Magnesium,,Hanna,,Test,Eau Salée,TRUE,Title,Default Title,0,shopify,1,deny,manual,79.99,,61
ada-aquasoil-amazonia-powder,ADA AquaSoil Amazonia Powder,,ADA,,Substrats,Eau Douce,TRUE,Size,9L,9000,shopify,8,deny,manual,144.99,,82.99
